Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )

ABN  AMRO Mutual Fund
102366;GSSIF-ST-Plan D-Dividend;0;0;0;24-Dec-2007
102365;GSSIF-ST-Plan D-Growth;10.1141;10.1141;10.1141;24-Dec-2007
106650;Standard Chartered Quarterly Interval Fund (SCQIF)-Plan A -A-Dividend;10.0135;10.0135;10.0135;24-Dec-2007
106651;Standard Chartered Quarterly Interval Fund (SCQIF)-Plan A -A-GROWTH;10.2131;10.2131;10.2131;24-Dec-2007
106652;Standard Chartered Quarterly Interval Fund (SCQIF)-Plan A -B-Dividend;10.0138;10.0138;10.0138;24-Dec-2007
106649;Standard Chartered Quarterly Interval Fund (SCQIF)-Plan A -B-Growth;10.0118;10.0118;10.0118;24-Dec-2007

Sundaram BNP Paribas Mutual Fund
101545;Sundaram BNP Paribas Income Plus-Appreciation;13.5606;13.5606;13.5606;24-Dec-2007
101544;Sundaram BNP Paribas Income Plus-Dividend;11.0107;11.0107;11.0107;24-Dec-2007
102176;Sundaram  BNP Paribas Monthly Income Plan-Quarterly-Dividend;11.1743;11.1743;11.1743;24-Dec-2007
102178;Sundaram BNP Paribas  Monthly Income Plan-Growth;14.0437;14.0437;14.0437;24-Dec-2007
102177;Sundaram BNP Paribas  Monthly Income Plan-Half-yearly Dividend;11.4159;11.4159;11.4159;24-Dec-2007
102175;Sundaram BNP Paribas  Monthly Income Plan-Monthly Dividend;10.5352;10.5352;10.5352;24-Dec-2007
106553;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A INST  DIVIDEND;10.0340;10.0340;0.0000;24-Dec-2007
106555;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A INST  GROWTH;10.2382;10.2382;0.0000;24-Dec-2007
106556;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A REGULAR DIVIDEND;10.0340;10.0340;0.0000;24-Dec-2007
106554;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A REGULAR GROWTH;10.2382;10.2382;0.0000;24-Dec-2007
106701;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN B INST DIVIDEND;10.0000;10.0000;0.0000;24-Dec-2007
106703;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN B INST GROWTH;0.0000;0.0000;0.0000;24-Dec-2007

106700;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN B REGULAR  DIVIDEND;10.0000;10.0000;0.0000;24-Dec-2007
106702;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN B REGULAR  GROWTH;10.2039;10.2039;0.0000;24-Dec-2007
105554;Sundaram BNP Paribas Liquid Plus Inst Daily Dividend;10.0195;10.0195;0.0000;24-Dec-2007
105560;Sundaram BNP Paribas Liquid Plus Inst Fortnightly  Dividend;0.0000;0.0000;0.0000;24-Dec-2007
105562;Sundaram BNP Paribas Liquid Plus Inst Growth;10.5613;10.5613;0.0000;24-Dec-2007
105561;Sundaram BNP Paribas Liquid Plus Inst Monthly  Dividend;10.1201;10.1201;0.0000;24-Dec-2007
105555;Sundaram BNP Paribas Liquid Plus Inst Qtrly   Dividend;0.0000;0.0000;0.0000;24-Dec-2007
105559;Sundaram BNP Paribas Liquid Plus Inst Weekly  Dividend;10.2018;10.2018;0.0000;24-Dec-2007
105553;Sundaram BNP Paribas Liquid Plus Regular Daily Dividend;10.0195;10.0195;0.0000;24-Dec-2007
105550;Sundaram BNP Paribas Liquid Plus Regular fortnightly   Dividend;0.0000;0.0000;0.0000;24-Dec-2007
105564;Sundaram BNP Paribas Liquid Plus Regular Growth;10.5544;10.5544;0.0000;24-Dec-2007
105551;Sundaram BNP Paribas Liquid Plus Regular Monthly    Dividend;0.0000;0.0000;0.0000;24-Dec-2007
105552;Sundaram BNP Paribas Liquid Plus Regular Quarterly    Dividend;10.4273;10.4273;0.0000;24-Dec-2007
105549;Sundaram BNP Paribas Liquid Plus Regular Weekly  Dividend;0.0000;0.0000;0.0000;24-Dec-2007
105565;Sundaram BNP Paribas Liquid Plus Super Inst Daily Dividend;10.0195;10.0195;0.0000;24-Dec-2007
105557;Sundaram BNP Paribas Liquid Plus Super Inst Fortnightly Dividend;0.0000;0.0000;0.0000;24-Dec-2007
105563;Sundaram BNP Paribas Liquid Plus Super Inst Growth;10.5801;10.5801;0.0000;24-Dec-2007
105566;Sundaram BNP Paribas Liquid Plus Super Inst Monthly Dividend;0.0000;0.0000;0.0000;24-Dec-2007
105558;Sundaram BNP Paribas Liquid Plus Super Inst Qtrly Dividend;0.0000;0.0000;0.0000;24-Dec-2007
105556;Sundaram BNP Paribas Liquid Plus Super Inst Weekly Dividend;0.0000;0.0000;0.0000;24-Dec-2007
100610;Sundaram BNP Paribas  Bond Saver-Annual Dividend;10.5261;10.5261;10.5261;24-Dec-2007
100604;Sundaram BNP Paribas Bond Saver-Bonus Option;12.6477;12.6477;12.6477;24-Dec-2007
100603;Sundaram BNP Paribas Bond Saver-Growth;24.0260;24.0260;24.0260;24-Dec-2007
100609;Sundaram BNP Paribas Bond Saver-Half-Yearly Dividend;10.6784;10.6784;10.6784;24-Dec-2007
100611;Sundaram BNP Paribas Bond Saver-Institutional Plan - Bonus Option;12.3712;12.3712;12.3712;24-Dec-2007
100607;Sundaram BNP Paribas Bond Saver-Institutional Plan(Annual Dividend);0.0000;0.0000;0.0000;24-Dec-2007
100608;Sundaram BNP Paribas Bond Saver-Institutional Plan(Growth);0.0000;0.0000;0.0000;24-Dec-2007
100606;Sundaram BNP Paribas Bond Saver-Institutional Plan(Half-Yearly Dividend);0.0000;0.0000;0.0000;24-Dec-2007
100605;Sundaram BNP Paribas Bond Saver-Institutional Plan(Qtrly Dividend);10.3874;10.3874;10.3874;24-Dec-2007
100602;Sundaram BNP Paribas Bond Saver-Qtrly Dividend;10.3699;10.3699;10.3699;24-Dec-2007
101572;Sundaram BNP Paribas  Select  Debt-Dynamic Asset Plan-Half-yearly Dividend;10.3545;10.3545;10.3545;24-Dec-2007
101571;Sundaram BNP Paribas  Select  Debt-Dynamic Asset Plan-Quarterly Dividend;10.2158;10.2158;10.2158;24-Dec-2007
101554;Sundaram BNP Paribas Select  Debt-3-Year Asset Plan-Annual Div;0.0000;0.0000;0.0000;24-Dec-2007
101555;Sundaram BNP Paribas Select  Debt-3-Year Asset Plan-Appreciation Option;0.0000;0.0000;0.0000;24-Dec-2007
101553;Sundaram BNP Paribas Select  Debt-3-Year Asset Plan-Half-Yearly Div;0.0000;0.0000;0.0000;24-Dec-2007
101552;Sundaram BNP Paribas Select  Debt-3-Year Asset Plan-Quarterly Div;0.0000;0.0000;0.0000;24-Dec-2007
101569;Sundaram BNP Paribas Select  Debt-5-Year Asset Plan-Annual Div;0.0000;0.0000;0.0000;24-Dec-2007
101570;Sundaram BNP Paribas Select  Debt-5-Year Asset Plan-Appreciation Option;0.0000;0.0000;0.0000;24-Dec-2007
101568;Sundaram BNP Paribas Select  Debt-5-Year Asset Plan-Half-Yearly Div;0.0000;0.0000;0.0000;24-Dec-2007
101567;Sundaram BNP Paribas Select  Debt-5-Year Asset Plan-Quarterly Div;0.0000;0.0000;0.0000;24-Dec-2007
101573;Sundaram BNP Paribas Select  Debt-Dynamic Asset Plan-Annual Divided;10.3244;10.3244;10.3244;24-Dec-2007
101574;Sundaram BNP Paribas Select  Debt-Dynamic Asset Plan-Appreciation;13.2516;13.2516;13.2516;24-Dec-2007
101558;Sundaram BNP Paribas Select  Debt-Long-Term Asset Plan-Annual Div;0.0000;0.0000;0.0000;24-Dec-2007
101559;Sundaram BNP Paribas Select  Debt-Long-Term Asset Plan-Appreciation Option;0.0000;0.0000;0.0000;24-Dec-2007
101557;Sundaram BNP Paribas Select  Debt-Long-Term Asset Plan-Half-Yearly Div;0.0000;0.0000;0.0000;24-Dec-2007
101556;Sundaram BNP Paribas Select  Debt-Long-Term Asset Plan-Quarterly Div;0.0000;0.0000;0.0000;24-Dec-2007
101562;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Annual Div;10.6842;10.6842;10.6842;24-Dec-2007
101563;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Appreciation Option;13.8425;13.8425;13.8425;24-Dec-2007
101565;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Fortnighty Dividend Reinvst;10.8080;10.8080;10.8080;24-Dec-2007
101561;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Half-Yearly Div;10.8490;10.8490;10.8490;24-Dec-2007
101566;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Monthly Dividend Reinvst;10.7410;10.7410;10.7410;24-Dec-2007
101560;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Quarterly Div;10.7881;10.7881;10.7881;24-Dec-2007
101564;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Weekly Dividend Reinvst;11.1706;11.1706;11.1706;24-Dec-2007

Tata Mutual Fund
101224;Tata Dynamic Bond Fund A - Dividend;10.3390;10.2873;10.3390;24-Dec-2007
101909;Tata Dynamic Bond Fund A - Growth;12.8083;12.7443;12.8083;24-Dec-2007
102031;Tata Dynamic Bond Fund B - Dividend;10.1699;10.1191;10.1699;24-Dec-2007
101910;Tata Dynamic Bond Fund B - Growth;12.8134;12.7493;12.8134;24-Dec-2007
102572;Tata Fixed Horizon Annual Aug 04 App;0.0000;0.0000;0.0000;4-Jan-2006

102571;Tata Fixed Horizon Annual Aug 04 Div;0.0000;0.0000;0.0000;4-Jan-2006
102857;Tata Fixed Horizon Annual Plan 3 (Nov 04) (App);0.0000;0.0000;0.0000;4-Jan-2006
102748;Tata Fixed Horizon Annual Sept  04 App;0.0000;0.0000;0.0000;4-Jan-2006
102876;Tata Fixed Horizon Fund Annual Jan 05 Appr;0.0000;0.0000;0.0000;7-Sep-2007
102845;Tata Fixed Horizon Qrtly Dividend (Nov 04);0.0000;0.0000;0.0000;4-Jan-2006
102568;Tata Fixed Horizon Qtrly Aug04 App;0.0000;0.0000;0.0000;4-Jan-2006
102567;Tata Fixed Horizon Qtrly Aug04 Div;0.0000;0.0000;0.0000;4-Jan-2006
102747;Tata Fixed Horizon Qtrly Sept 04 Div;0.0000;0.0000;0.0000;4-Jan-2006
107123;Tata Fixed Income Portfolio Fund - Scheme A2 - Institutional Plan - Growth;10.0467;10.0216;10.0718;24-Dec-2007
107124;Tata Fixed Income Portfolio Fund - Scheme A2 - Institutional Plan - Monthly Dividend;10.0467;10.0216;10.0718;24-Dec-2007
107126;Tata Fixed Income Portfolio Fund - Scheme A2 - Regular Plan - Growth;10.0467;10.0216;10.0718;24-Dec-2007
107125;Tata Fixed Income Portfolio Fund - Scheme A2 - Regular Plan - Monthly Dividend;10.0467;10.0216;10.0718;24-Dec-2007
107127;Tata Fixed Income Portfolio Fund - Scheme A3 - Institutional Plan - Growth;10.0191;9.9941;10.0441;24-Dec-2007
107128;Tata Fixed Income Portfolio Fund - Scheme A3 - Institutional Plan - Monthly Dividend;10.0191;9.9941;10.0441;24-Dec-2007
107129;Tata Fixed Income Portfolio Fund - Scheme A3 - Regular Plan - Growth;10.0191;9.9941;10.0441;24-Dec-2007
107130;Tata Fixed Income Portfolio Fund - Scheme A3 - Regular Plan - Monthly Dividend;10.0191;9.9941;10.0441;24-Dec-2007
107141;Tata Fixed Income Portfolio Fund - Scheme B2 - Institutional Plan - Growth;0.0000;0.0000;0.0000;24-Dec-2007
107142;Tata Fixed Income Portfolio Fund - Scheme B2 - Institutional Plan - Monthly Dividend;0.0000;0.0000;0.0000;24-Dec-2007
107143;Tata Fixed Income Portfolio Fund - Scheme B2 - Institutional Plan - Quarterly Dividend;10.0416;9.9914;10.0918;24-Dec-2007
107146;Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Growth;10.0416;9.9914;10.0918;24-Dec-2007
107145;Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Monthly Dividend;10.0416;9.9914;10.0918;24-Dec-2007
107144;Tata Fixed Income Portfolio Fund - Scheme B2 - Regular Plan - Quarterly Dividend;10.0416;9.9914;10.0918;24-Dec-2007
100416;Tata Income Fund - Div Qtrly;10.5068;10.2967;10.5068;24-Dec-2007
100417;Tata Income Fund - Div Semi;11.2142;10.9899;11.2142;24-Dec-2007
100418;Tata Income Fund - Growth;26.6599;26.1267;26.6599;24-Dec-2007
101419;Tata Income Fund - Growth Bonus Option;13.3413;13.0745;13.3413;24-Dec-2007
101186;Tata Income Fund Appreciation - Per  Dividend;15.4547;15.1456;15.4547;24-Dec-2007
101856;Tata Income Plus Fund - Option C Dividend;0.0000;0.0000;0.0000;24-Dec-2007
101966;Tata Income Plus Fund - Option C Growth;0.0000;0.0000;0.0000;24-Dec-2007
101703;Tata Income Plus Fund A - Growth Option;13.0348;13.0348;13.0348;24-Dec-2007
101605;Tata Income Plus Fund A - Income / Bonus Option;10.4216;10.4216;10.4216;24-Dec-2007
101704;Tata Income Plus Fund B - Growth Option;13.0700;13.0700;13.0700;24-Dec-2007
101606;Tata Income Plus Fund B - Income / Bonus Option;10.4313;10.4313;10.4313;24-Dec-2007
102283;Tata M I P Plus Fund - Growth;13.6494;13.5812;13.6494;24-Dec-2007
102282;Tata M I P Plus Fund - Half Yearly Dividend;11.7176;11.6590;11.7176;24-Dec-2007
102280;Tata M I P Plus Fund - Monthly Dividend;11.2549;11.1986;11.2549;24-Dec-2007
102281;Tata M I P Plus Fund - Quarterly Dividend;11.1730;11.1171;11.1730;24-Dec-2007
102118;Tata Monthly Income Fund - Qrtly Option;12.2621;12.2008;12.2621;24-Dec-2007
101609;Tata Monthly Income Fund - Regular;12.0765;12.0161;12.0765;24-Dec-2007
101906;Tata Monthly Income Fund Growth;15.8437;15.7645;15.8437;24-Dec-2007
101548;Tata Short Term Bond Fund - App Option;14.3129;14.3129;14.3129;24-Dec-2007
101547;Tata Short Term Bond Fund - Reg Income Option;11.2386;11.2386;11.2386;24-Dec-2007
106130;Tata Treasury Manager Fund High Investment Plan Daily Dividend;1001.0000;1001.0000;1001.0000;24-Dec-2007
106129;Tata Treasury Manager Fund High Investment Plan Growth;1036.5310;1036.5310;1036.5310;24-Dec-2007
106132;Tata Treasury Manager Fund High Investment Plan Monthly Dividend;1007.1502;1007.1502;1007.1502;24-Dec-2007
106131;Tata Treasury Manager Fund High Investment Plan Weekly Dividend;1002.3643;1002.3643;1002.3643;24-Dec-2007
106128;Tata Treasury Manager Fund Retail Investment Plan Growth;1037.7780;1037.7780;1037.7780;24-Dec-2007
106123;Tata Treasury Manager Fund Retail Investment Plan Monthly Dividend;1007.5843;1007.5843;1007.5843;24-Dec-2007
106133;Tata Treasury Manager Fund Super High Investment Plan Daily Dividend;1003.0000;1003.0000;1003.0000;24-Dec-2007
106136;Tata Treasury Manager Fund Super High Investment Plan Growth;1037.0758;1037.0758;1037.0758;24-Dec-2007
106135;Tata Treasury Manager Fund Super High Investment Plan Monthly Dividend;0.0000;0.0000;0.0000;24-Dec-2007
106134;Tata Treasury Manager Fund Super High Investment Plan Weekly Dividend;1002.3969;1002.3969;1002.3969;24-Dec-2007

Taurus Mutual Fund
101113;Libra Bond Fund-Dividend;14.1407;14.1053;14.1407;24-Dec-2007
101114;Libra Bond Fund-Growth;14.5375;14.5012;14.5375;24-Dec-2007

UTI Mutual Fund
100648;UTI - CRTS 81 - Dividend Option;120.7464;120.7464;121.9539;24-Dec-2007
104588;UTI - CRTS 81 - Growth Option;132.878;132.878;134.2068;24-Dec-2007
101079;UTI - Mahila Unit Scheme (MUS);33.1437;33.1437;33.6409;24-Dec-2007
101608;UTI - MIS-Growth;15.5018;15.5018;15.5018;24-Dec-2007
101607;UTI - MIS-Income;11.6172;11.6172;11.6172;24-Dec-2007
102534;UTI - MIS-ADVANTAGE-FLEXI DIVIDEND;16.3637;16.3637;16.3637;24-Dec-2007
102535;UTI - MIS-ADVANTAGE-GROWTH;16.3617;16.3617;16.3617;24-Dec-2007
102536;UTI - MIS-ADVANTAGE-MONTHLY DIVIDEND;13.1784;13.1784;13.1784;24-Dec-2007
102533;UTI - MIS-ADVANTAGE-MONTHLY PAYMENT;16.345;16.345;16.345;24-Dec-2007
100682;UTI - Retirement Benefit Pension Fund;21.5159;21.5159;21.8386;24-Dec-2007

106383;UTI - Short Term Income Fund - Dividend Option;10.6345;10.6345;10.6345;24-Dec-2007
106384;UTI - Short Term Income Fund - Growth Option;13.0616;13.0616;13.0616;24-Dec-2007
106980;UTI - Short Term Income Fund -Institutional Dividend Option;10.0781;10.0781;10.0781;24-Dec-2007
106624;UTI - Short Term Income Fund -Institutional Growth Option;10.2682;10.2682;10.2682;24-Dec-2007
100646;UTI - Unit Linked Insurance Plan;17.6277;17.6277;17.6277;24-Dec-2007
100741;UTI Bond Fund-Growth (for rep. After 6 months- No Load);23.2229;23.2229;23.2229;24-Dec-2007
100742;UTI Bond Fund-Income (for rep. Within 3 months);11.2984;11.2984;11.2984;24-Dec-2007
100678;UTI C C BALANCED FUND;15.9001;15.9001;16.2181;24-Dec-2007
102267;UTI CC-BOND-Growth;11.7334;11.7334;11.7334;24-Dec-2007
102266;UTI CC-BOND-Income;11.7333;11.7333;11.7333;24-Dec-2007
102543;UTI - BOND ADVANTAGE-INSTITUTIONAL-DIVIDEND;1000;1000;1000;30-Apr-2007
105659;UTI - Liquid Plus Fund  - Retail Weekly Dividend Option;1011.2672;1011.2672;1011.2672;24-Dec-2007
105578;UTI - Liquid Plus Fund -  Daily Dividend Option;1016.1479;1016.1479;1016.1479;24-Dec-2007
102541;UTI - Liquid Plus Fund -  Quarterly Dividend Option;1188.1997;1188.1997;1188.1997;24-Dec-2007
102538;UTI - Liquid Plus Fund - Annaul Dividend Option;1225.1951;1225.1951;1225.1951;24-Dec-2007
102539;UTI - Liquid Plus Fund - Bonus Option;1341.4848;1341.4848;1341.4848;24-Dec-2007
102540;UTI - Liquid Plus Fund - Growth Option;2012.364;2012.364;2012.364;24-Dec-2007
105658;UTI - Liquid Plus Fund - Institutional Monthly Dividend Option;1004.9227;1004.9227;1004.9227;24-Dec-2007
102545;UTI - Liquid Plus Fund - Institutional-Bonus Option;1234.9003;1234.9003;1234.9003;24-Dec-2007
105605;UTI - Liquid Plus Fund - Institutional-Daily Dividend;1000.214;1000.214;1000.214;24-Dec-2007
102544;UTI - Liquid Plus Fund - Institutional-Growth;1055.3252;1055.3252;1055.3252;24-Dec-2007
105627;UTI - Liquid Plus Fund - Institutional-weekly Dividend;1001.3056;1001.3056;1001.3056;24-Dec-2007
105670;UTI - Liquid Plus Fund - Retail Monthly Dividend Option;1011.5935;1011.5935;1011.5935;24-Dec-2007

Open Ended Schemes ( Growth )

ABN  AMRO Mutual Fund
102952;ABN  AMRO Opportunities Fund-Dividend;22.746;22.746;23.258;24-Dec-2007
102951;ABN  AMRO Opportunities Fund-Growth;33.050;33.050;33.794;24-Dec-2007
102640;ABN AMRO  Equity Fund-Dividend Plan;17.61;17.61;18.01;24-Dec-2007
102639;ABN AMRO  Equity Fund-Growth Plan;43.46;43.46;44.44;24-Dec-2007
106846;ABN AMRO China-India Fund-Regular Plan-Dividend Option;10.5125;10.5125;10.7753;24-Dec-2007
106845;ABN AMRO China-India Fund-Regular Plan-Growth Option;10.5125;10.5125;10.7753;24-Dec-2007
103205;ABN AMRO Dividend Yield Fund-Dividend Option;14.219;14.219;14.539;24-Dec-2007
103204;ABN AMRO Dividend Yield Fund-Growth Option;15.573;15.573;15.923;24-Dec-2007
103585;ABN AMRO Future  Leaders Fund-Dividend Option;14.853;14.853;15.187;24-Dec-2007
103584;ABN AMRO Future  Leaders Fund-Growth Option;14.854;14.854;15.188;24-Dec-2007

AIG Global Investment Group Mutual Fund
105601;AIG India Equity Fund- Institutional Plan- Dividend Option;13.235;13.169;13.235;24-Dec-2007
105599;AIG India Equity Fund- Institutional Plan- Growth Option;13.235;13.169;13.235;24-Dec-2007
105600;AIG India Equity Fund- Regular Plan- Dividend Option;13.203;13.071;13.500;24-Dec-2007
105598;AIG India Equity Fund- Regular Plan- Growth Option;13.203;13.071;13.500;24-Dec-2007

Benchmark Mutual Fund
106836;Benchmark Equity & Derivatives Opportunities Fund - Growth;10.1250;10.0238;10.2263;24-Dec-2007
106837;Benchmark Equity & Derivatives Opportunities Fund - Plan;10.1250;10.0238;10.2263;24-Dec-2007
106858;PSU Bank Benchmark Exchange Traded Scheme (PSU Bank BeES);314.6271 ;314.6271 ;314.6271;24-Dec-2007

Birla Sun Life Mutual Fund
100034;Birla Advantage Fund-Plan A (Dividend);132.93;132.93;135.92;24-Dec-2007
100033;Birla Advantage Fund-Plan B (Growth);185.23;185.23;189.40;24-Dec-2007
101737;Birla Dividend Yield Plus-Plan A (Dividend);13.73;13.73;14.04;24-Dec-2007
101738;Birla Dividend Yield Plus-Plan B (Growth);61.16;61.16;62.54;24-Dec-2007
101313;Birla Index Fund-Plan A (Dividend);23.6827;23.4459;23.6827;24-Dec-2007
101314;Birla Index Fund-Plan B (Growth);61.2095;60.5974;61.2095;24-Dec-2007
103110;Birla India Gennext Fund-Dividend Option;19.87;19.87;20.32;24-Dec-2007
103111;Birla India Gennext Fund-Growth Option;22.51;22.51;23.02;24-Dec-2007
100065;Birla India Opportunities Fund-Plan A (Dividend);25.85;25.85;26.43;24-Dec-2007
100066;Birla India Opportunities Fund-Plan B (Growth);60.20;60.20;61.55;24-Dec-2007
103475;Birla Infrastructure Fund-Plan A (Dividend);20.16;20.16;20.61;24-Dec-2007
103476;Birla Infrastructure Fund-Plan B (Growth);20.16;20.16;20.61;24-Dec-2007
101591;Birla MIDCAP Fund-Plan A (Dividend);38.86;38.86;39.73;24-Dec-2007
101592;Birla MIDCAP Fund-Plan B (Growth);108.03;108.03;110.46;24-Dec-2007
100063;Birla MNC Fund-Plan A (Dividend);72.69;72.69;74.33;24-Dec-2007
100064;Birla MNC Fund-Plan B (Growth);145.02;145.02;148.28;24-Dec-2007
103169;Birla Sun Life  Buy India Fund-Plan A(Divivdend);25.50;25.24;26.07;24-Dec-2007
103170;Birla Sun Life  Buy India Fund-Plan B(Growth);36.32;35.96;37.14;24-Dec-2007
103171;Birla Sun Life Basic Industries Fund-Plan A(Dividend);48.22;47.74;49.30;24-Dec-2007
103172;Birla Sun Life Basic Industries Fund-Plan B(Growth);117.60;116.42;120.25;24-Dec-2007
106271;BIRLA SUN LIFE CAPITAL PROTECTION ORIENTED FUND-5 YRS-DIVIDEND;10.8512;10.8512;0.0000;24-Dec-2007
106272;BIRLA SUN LIFE CAPITAL PROTECTION ORIENTED FUND-5 YRS-GROWTH;10.8512;10.8512;0.0000;24-Dec-2007
103165;Birla Sun Life Equity Fund-Plan A(Dividend);93.83;93.83;95.94;24-Dec-2007
103166;Birla Sun Life Equity Fund-Plan B(Growth);291.16;291.16;297.71;24-Dec-2007
103173;Birla Sun Life Frontline Equity Fund-Plan A (Divivdend);27.47;27.47;28.09;24-Dec-2007
103174;Birla Sun Life Frontline Equity Fund-Plan B(Growth);78.22;78.22;79.98;24-Dec-2007
106872;Birla Sun Life International Equity Fund Plan A- Dividend;10.0960;9.9950;10.3484;24-Dec-2007

106873;Birla Sun Life International Equity Fund Plan A- Growth;10.0960;9.9950;10.3484;24-Dec-2007
106875;Birla Sun Life International Equity Fund Plan B - Dividend;10.5442;10.4388;10.8078;24-Dec-2007
106876;Birla Sun Life International Equity Fund Plan B - Growth;10.5442;10.4388;10.8078;24-Dec-2007
103167;Birla Sun Life New Millenium Fund-Plan A(Divivdend);19.82;19.82;20.27;24-Dec-2007
103168;Birla Sun Life New Millenium Fund-Plan B(Growth);23.24;23.24;23.76;24-Dec-2007
103308;Birla Top 100-Dividend Option;20.3418;20.1384;20.7995;24-Dec-2007
103309;Birla Top 100-Growth Option;22.4277;22.2034;22.9323;24-Dec-2007

BOB Mutual Fund
103602;Baroda Global Fund-Dividend;16.3500;16.3461;16.7139;24-Dec-2007
103601;Baroda Global Fund-Growth;16.3900;16.3881;16.7568;24-Dec-2007
100069;BOB Diversified Fund;48.46;48.46;49.55;24-Dec-2007
102021;BOB Growth Fund-Dividend Plan;30.19;30.19;31.33;24-Dec-2007
102020;BOB Growth Fund-Growth Plan;47.88;47.88;49.69;24-Dec-2007

Canara Robeco Mutual Fund
103273;CAN D MAT;27.57;27.57;28.19;16-Mar-2007
102922;Canara Robeco Emerging Equities-BONUS PLAN;20.61;20.61;21.07;24-Dec-2007
102920;Canara Robeco Emerging Equities-GROWTH PLAN;24.62;24.62;25.17;24-Dec-2007
102921;Canara Robeco Emerging Equities-INCOME PLAN;16.97;16.97;17.35;24-Dec-2007
101924;Canara Robeco Equity Diversified-Bonus;26.17;26.17;26.76;24-Dec-2007
101922;Canara Robeco Equity Diversified-Growth;48.37;48.37;49.46;24-Dec-2007
101923;Canara Robeco Equity Diversified-Income;26.17;26.17;26.76;24-Dec-2007
100590;Canara Robeco Expo-Growth Plan;66.96;66.96;68.47;24-Dec-2007
100589;Canara Robeco Expo-Income Plan;19.34;19.34;19.78;24-Dec-2007
103272;Canara Robeco Fortune '94;45.46;45.46;46.48;24-Dec-2007
103389;Canara Robeco Infrastructure-DIVIDEND;21.90;21.90;22.39;24-Dec-2007
103390;Canara Robeco Infrastructure-GROWTH;25.64;25.64;26.22;24-Dec-2007
102806;Canara Robeco Nifty Index-Dividend;20.70;20.70;20.91;24-Dec-2007
102805;Canara Robeco Nifty Index-Growth;32.10;32.10;32.42;24-Dec-2007
101715;CANGROWTH PLUS;37.59;37.59;38.44;16-Mar-2007

DBS Chola Mutual Fund
103540;DBS Chola Contra Fund-Cumulative Option; 15.03 ;15.03;15.37;24-Dec-2007
103539;DBS Chola Contra Fund-Dividend Option; 15.03 ;15.03;15.37;24-Dec-2007
103080;DBS Chola Global Advantage Fund.-Cumulative Option;16.81;16.81;17.19;24-Dec-2007
103079;DBS Chola Global Advantage Fund.-Dividend Option;11.66;11.66;11.92;24-Dec-2007
101132;DBS Chola Growth Fund-Cumulative;46.82;46.82;47.87;24-Dec-2007
101131;DBS Chola Growth Fund-Quarterly Dividend;22.12;22.12;22.62;24-Dec-2007
105577;DBS Chola Hedged Equity Fund - Cumulative;16.00;16.00;16.40;24-Dec-2007
105576;DBS Chola Hedged Equity Fund - Dividend;11.35;11.35;11.63;24-Dec-2007
102578;DBS Chola Mid Cap Fund-Cumulative;41.22;41.22;42.15;24-Dec-2007
102577;DBS Chola Mid Cap Fund-Dividend;23.78;23.78;24.32;24-Dec-2007
100716;DBS Chola Multi-Cap Fund-Cumulative Option;23.92;23.92;24.46;24-Dec-2007
100715;DBS Chola Multi-Cap Fund-Dividend Option;19.07;19.07;19.50;24-Dec-2007
100907;DBS Chola Opportunities Fund-Cumulative;49.04;49.04;50.14;24-Dec-2007
100906;DBS Chola Opportunities Fund-Regular Quarterly Dividend;31.87;31.87;32.59;24-Dec-2007

Deutsche Mutual Fund
101628;DWS Alpha Equity Fund-Dividend;24.42;24.42;24.97;24-Dec-2007
101629;DWS Alpha Equity Fund-Growth;81.32;81.32;83.15;24-Dec-2007
106035;DWS CREDIT OPPORTUNITIES CASH FUND-  WEEKLY DIV;10.0325;10.0124;10.0325;24-Dec-2007
105974;DWS CREDIT OPPORTUNITIES CASH FUND- DIV;10.1248;10.1046;10.1248;24-Dec-2007
106036;DWS CREDIT OPPORTUNITIES CASH FUND- FORTNIGHTLY DIV;10.0790;10.0588;10.0790;24-Dec-2007
105973;DWS CREDIT OPPORTUNITIES CASH FUND- GR;10.4513;10.4304;10.4513;24-Dec-2007
